"symbol","name","summary","currency","sector","industry_group","industry","exchange","market","country","state","city","zipcode","website","market_cap","is_active"
"ACC.NS","ACC Limited","ACC Limited manufactures and sells cement and ready-mix concrete in India. It operates in Cement and Ready Mix Concrete segments. The company provides ordinary Portland cement; blended cement, including Portland Pozzolana cement, Portland slag cement, and composite cement; gold and silver range of cement; ready mixed concrete value-added products; and bulk cement. It also offers construction chemicals, such as ACC LeakBlock, a polymer-based integral waterproofing compound used in various types of cement mortar, plasters, and concrete; ACC LeakBlock WaterProof Plaster - LB 101, a ready-to-use cementitious waterproof mortar for internal and external plaster applications; and tile adhesives. In addition, the company provides EcoMaxx, a concrete with lower embodied carbon content for various structural components applications comprising foundations, columns, beams, external or internal walls, driveways, walkways, etc. The company distributes its products through a network of dealers, retailers, engineers, and architects. The company was formerly known as The Associated Cement Companies Limited and changed its name to ACC Limited in September 2006. ACC Limited was incorporated in 1936 and is headquartered in Mumbai, India. ACC Limited is a subsidiary of Ambuja Cements Limited.","INR","Basic Materials","Building Materials","Building Materials","NSE","NSE India","India",NULL,"Mumbai","400020","https://www.acclimited.com","491789615104.0","1"
"ACCELYA.NS","Accelya Solutions India Limited","Accelya Solutions India Limited engages in the provision of software solutions to the airline, cargo, and travel industries in the Asia Pacific, the Middle East, Africa, the Americas, and Europe. The company provides airline industry solutions, such as billing and settlement processing (BSP) platform, neutral fare proration engine, simplified invoicing and settlement, and commission and agency incentive management solutions, as well as BSP Link, a distribution platform for the BSP community. It offers cargo solutions comprising offer and order management, warehouse management, invoice and settle revenue management, service management, and cargo operations, as well as passenger solutions. The company was founded in 1976 and is based in Mumbai, India. Accelya Solutions India Limited is a subsidiary of Accelya Holding World S.L.U.","INR","Technology","Information Technology Services","Information Technology Services","NSE","NSE India","India",NULL,"Mumbai","400083","https://w3.accelya.com","28486096896.0","1"
"ACCURACY.NS","Accuracy Shipping Limited","Accuracy Shipping Limited provides third party logistics solutions worldwide. The company offers logistics services, including transportation, distribution, freight forwarding, clearing and forwarding, custom house clearance, warehousing, and other value-added services. Accuracy Shipping Limited was incorporated in 2008 and is based in Anjar, India.","INR","Industrials","Integrated Freight & Logistics","Integrated Freight & Logistics","NSE","NSE India","India",NULL,"Anjar","370110","https://www.aslindia.net","1385152000.0","1"
"ACE.NS","Action Construction Equipment Limited","Action Construction Equipment Limited manufactures and sells material handling and construction equipment primarily in India. The company operates through four segments: Cranes, Construction Equipment, Material Handling, and Agri Equipment. It offers mobile cranes, truck mounted cranes, crawler cranes, rough terrain hydraulic mobile cranes, forklift trucks, mobile tower cranes, tower cranes, piling rigs, concrete placing booms, backhoes and wheeled loaders, road equipment, vibratory rollers, loaders, warehousing equipment, pick and carry cranes, and motor graders; and agriculture equipment, such as tractors, track harvesters, balers, rotavators, etc., as well as other construction equipment. The company also rents tower cranes, motor graders, soil compacters, and tandem rollers. It serves various infrastructure construction, power projects, ports and shipyards, dams, metro rail, roads, mining, steel industry, engineering industry, railways, cement, petroleum, defense, chemicals and fertilizer plants, warehousing, logistics, and building construction sectors. Action Construction Equipment Limited was incorporated in 1995 and is headquartered in Palwal, India.","INR","Industrials","Farm & Heavy Construction Machinery","Farm & Heavy Construction Machinery","NSE","NSE India","India",NULL,"Palwal","121102","https://www.ace-cranes.com","185718718464.0","1"
"ACEINTEG.NS","Ace Integrated Solutions Limited","Ace Integrated Solutions Limited operates as a recruitment and examination services management company in India. It offers corporate professional and school teaching staff recruitment services; educational content management and printing, and desktop publishing and printing services; systems integration and PC, and internet and NW security services; data storage and security, and data operations management services; truck mobile 7d cinema, interactive floors, augmented reality solutions, holographic cubes, fog screens, and content graphics for 3d films; and computerized professional and vocational courses training services. The company also operates recruitment and assessment center under the Acumen name; and conducts examinations, online tests, GD / GT interviews, and physical endurance tests, as well as provides evaluation and processing services. Ace Integrated Solutions Limited was founded in 1995 and is based in New Delhi, India.","INR","Industrials","Staffing & Employment Services","Staffing & Employment Services","NSE","NSE India","India",NULL,"New Delhi","110092","https://www.aceintegrated.com","371280000.0","1"
"ACI.NS","Archean Chemical Industries Limited","Archean Chemical Industries Limited manufactures and sells specialty marine chemicals in India and internationally. It offers bromine for use in pharmaceuticals, agrochemicals, flame retardants, and water treatment products, as well as oil and gas, and energy storage industries; industrial salt for chloralkali chemical, food and beverage, water treatment, and oil and gas industries; and sulphate of potash, an inorganic salt for agrochemicals, medical, glass, cosmetics, etc. industries. The company was founded in 2003 and is based in Chennai, India.","INR","Basic Materials","Chemicals","Chemicals","NSE","NSE India","India",NULL,"Chennai","600017","https://www.archeanchemicals.com","78818131968.0","1"
"ADORWELD.NS","Ador Welding Limited","Ador Welding Limited manufactures and supplies welding equipment, consumables, and automation solutions in India and internationally. The company operates through three segments: Consumables; Equipments and Automation; and Flares & Process Equipment. It provides welding electrodes, including mild steel general purpose, mild steel special, low alloy high tensile, cellulosic, hardfacing, stainless steel, gouging and cutting, cast iron, and non-ferrous electrodes; wires and fluxes products comprising submerged arc welding fluxes and wires, and flux cored arc welding products, as well as metal cored arc wire, gas metal arc welding (GMAW), and gas tungsten arc welding (GTAW) products; and brazing rods and fluxes. The company also offers welding and cutting equipment, such as air plasma cutting, submerged arc welding, advanced multipurpose synergic, GMAW, TIG Welding, and MMA equipment; gas cutting products, gas cutting-welding accessories, flares and process equipment, and personal protective equipment; and CNC cutting machines. In addition, it engages in the designing, manufacturing, erection, commissioning, mechanical, electrical, and instrumentation of process packages, process equipment, and flare system and components, as well as undertakes various EPC contracts. Further, the company provides welding automation products consisting of robotic systems, columns, booms, positioners, rotators, and special purpose machines; and offers skill development services. It serves pipeline, oil and gas, power, heavy engineering, shipbuilding, railway, automotive, infrastructure, transportation, and mobility sectors. The company was formerly known as Advani-Oerlikon Ltd. The company was incorporated in 1951 and is headquartered in Mumbai, India. Ador Welding Limited is a subsidiary of J. B. Advani & Company Private Limited.","INR","Industrials","Specialty Industrial Machinery","Specialty Industrial Machinery","NSE","NSE India","India",NULL,"Mumbai","400001","https://www.adorwelding.com","19308511232.0","1"
"ADSL.NS","Allied Digital Services Limited",NULL,"INR",NULL,NULL,NULL,"NSE","NSE India","India",NULL,NULL,NULL,NULL,NULL,"1"
"ADANIENT.NS","Adani Enterprises Limited","Adani Enterprises Limited, together with its subsidiaries, engages in the coal trading, mining, logistics, power generation, edible oil and agro commodities, and other businesses in India and internationally. The company trades in coal; offers integrated coal management services; imports apples, pears, kiwis, oranges, grapes, and other fruits; markets fruits under the FARM-PIK brand; generates solar and wind energy; and manufactures solar panels. It is also involved in the mining of various coal and iron ore properties, as well as minerals, such as limestone, chromite, diamond, bauxite, and graphite. In addition, company offers edible oils, basmati rice, pulses, soya chunks, besan, and atta, as well as lauric and bakery fats, castor oil derivatives, oleo chemicals, and soya value added products under the Fortune, King's, Bullet, Raag, Avsar, Pilaf, Jubilee, Fryola, Alpha, and Aadhar brands. Further, it manufactures fighter aircraft, unmanned aerial systems, helicopters, submarines, air defence guns, and missiles and small arms; develops avionics and systems, opto-electronics, aero structures and components, aerospace composites, and radar and electronic warfare systems, as well as constructs national highways, motorways, tunnels, metro-rail, railways, etc. Additionally, it engages in the waste water treatment, recycle, and reuse business; and operates, manage, and develops airports; and builds data centers. The company was founded in 1988 and is headquartered in Ahmedabad, India. Adani Enterprises Limited operates as a subsidiary of S.B. Adani Family Trust.","INR","Energy","Thermal Coal","Thermal Coal","NSE","NSE India","India",NULL,"Ahmedabad","382421","https://www.adanienterprises.com","3660504891392.0","1"
"ADANIGREEN.NS","Adani Green Energy Limited","Adani Green Energy Limited generates and supplies renewable energy to central and state government entities, and government backed corporations in India. The company builds, owns, and operates power plants through renewable sources, such as solar, wind, and hybrid. It operated solar power plants with an operational capacity of 5,063 megawatts (MW); and wind power plants with an operational capacity of 1201 MW. The company was incorporated in 2015 and is based in Ahmedabad, India.","INR","Utilities","Utilities - Renewable","Utilities - Renewable","NSE","NSE India","India",NULL,"Ahmedabad","382421","https://www.adanigreenenergy.com","2998037118976.0","1"
"ADANIPORTS.NS","Adani Ports and Special Economic Zone Limited","Adani Ports and Special Economic Zone Limited, together with its subsidiaries, operates and maintains port infrastructure facilities in India. The company operates 13 ports and terminals, including bulk and break bulk, container, liquid, LPG, LNG, and crude cargos. It also engages in the ports related infrastructure development activities; and development of infrastructure at contiguous Special Economic Zone at Mundra. In addition, it offers logistic services, which includes first mile and last mile solutions through logistic parks, container rail and bulk cargo logistic solutions, and warehousing, as well as auto, road, and agriculture logistic services. Further, the company operates a fleet of dredging and reclamation service equipment comprising cutter suction, trailing suction hopper, grab, inland cutter suction, water injection, and specialized dredgers, as well as split hopper and jack up barges, and floating cranes. Additionally, it offers non-scheduled passenger airline; hospital and related services; and marine services, such as pilotage, laying, and maintenance of buoys. The company also engages in development, construction, operation, and maintenance of railway corridors; and land development activities. The company as incorporated in 1998 and is headquartered in Ahmedabad, India.","INR","Industrials","Marine Shipping","Marine Shipping","NSE","NSE India","India",NULL,"Ahmedabad","382421","https://www.adaniports.com","2952587378688.0","1"
"ADANIPOWER.NS","Adani Power Limited","Adani Power Limited engages in the generation, transmission, and sale of electricity under long term power purchase agreements (PPA), medium and short term PPA, and on merchant basis in India. The company generates electricity through thermal energy sources through various power projects with a combined installed and commissioned capacity of 13,650 MW. It operates various coal based power plants comprising 4,620 MW at Mundra, Gujarat; 3,300 MW at Tiroda, Maharashtra; 1,320 MW at Kawai, Rajasthan; 1,200 MW at Udupi, Karnataka; 1,370 MW at Raipur, Chhattisgarh; 600 MW at Raigarh, Chhattisgarh; and 1,200 MW at Singrauli, Madhya Pradesh. The company also operates a solar based power plant with a capacity of 40 MW located at Bitta, Gujarat; and engages in coal trading business. Adani Power Limited was founded in 1988 and is headquartered in Ahmedabad, India.","INR","Utilities","Utilities - Independent Power Producers","Utilities - Independent Power Producers","NSE","NSE India","India",NULL,"Ahmedabad","382421","https://www.adanipower.com","2476155600896.0","1"
"ADANITRANS.NS","Adani Transmission Limited",NULL,"INR",NULL,NULL,NULL,"NSE","NSE India","India",NULL,NULL,NULL,NULL,NULL,"1"
"ADFFOODS.NS","ADF Foods Limited","ADF Foods Limited produces and sells various food products in India. The company offers a range of products, including frozen snacks, breads, vegetables, ready-to-eat food, meal accompaniments, condiment pastes, cooking sauces, spices, and flavored drink milk, as well as mango pulps and mango slices, papads, ready-to-cook food, burritos, pickles, and chutneys. It also engages in the tea and other products distribution business. The company offers its products under the Ashoka, Truly Indian, Camel, Aeroplane, ADF Soul, Khansaama, Nate's, and PJ's Organics brand names. It exports its products in North America, Europe, the Middle East, the Asia-Pacific, and the United Kingdom. ADF Foods Limited was founded in 1932 and is based in Mumbai, India.","INR","Consumer Defensive","Packaged Foods","Packaged Foods","NSE","NSE India","India",NULL,"Mumbai","400013","https://www.adf-foods.com","21544331264.0","1"
"ADL.NS","Archidply Decor Limited","Archidply Decor Limited provides decorative and lifestyle interior design products in India and internationally. The company manufactures and trades in wood-based products, including decorative laminates and veneers, plywood and block boards, and prelaminated particle boards. It also offers decorative lumber and solid wood flooring products, tabletops, and veneered wall panels, as well as coating services. The company was incorporated in 2017 and is based in Bengaluru, India.","INR","Consumer Cyclical","Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances","NSE","NSE India","India",NULL,"Bengaluru","560020","https://www.archidplydecor.com","489067296.0","1"
"ADVANIHOTR.NS","Advani Hotels & Resorts (India) Limited",NULL,"INR",NULL,NULL,NULL,"NSE","NSE India","India",NULL,NULL,NULL,NULL,NULL,"1"
"ADVENZYMES.NS","Advanced Enzyme Technologies Limited",NULL,"INR",NULL,NULL,NULL,"NSE","NSE India","India",NULL,NULL,NULL,NULL,NULL,"1"
"ARENTERP.NS","Rajdarshan Industries Limited","Rajdarshan Industries Limited engages in trading of quartz grit and powder, and consumables used in production of quartz stone in India. It also trades in minerals. The company was formerly known as A.R. Enterprises Limited and changed its name to Rajdarshan Industries Limited. The company was incorporated in 1980 and is based in Udaipur, India.","INR","Basic Materials","Other Industrial Metals & Mining","Other Industrial Metals & Mining","NSE","NSE India","India",NULL,"Udaipur","313001","https://www.rajdarshanindustrieslimited.com","134384192.0","1"
"AUROPHARMA.NS","Aurobindo Pharma Limited","Aurobindo Pharma Limited engages in manufacturing of generic formulations and active pharmaceutical ingredients in India, the United States of America, Europe, and internationally. It offers formulation in form of orals, injectables and over-the-counter drugs; and active pharmaceutical ingredients (API) for biosimilars, dermatology, respiratory, vaccines, and peptides, as well as oncology, hormones, and sterile products. The company also provides antiretroviral drugs for the people and children living with HIV; and AuroZymes, a biocatalysts product for use in the pharmaceutical and chemical industries. In addition, it offers AuroSource, a contract services that cover the clinical stage through to manufacturing and management of the entire drug lifecycle in the API space for penicillin's, cephalosporins, and non beta lactams. The company was incorporated in 1986 and is headquartered in Hyderabad, India.","INR","Healthcare","Drug Manufacturers - Specialty & Generic","Drug Manufacturers - Specialty & Generic","NSE","NSE India","India",NULL,"Hyderabad","500032","https://www.aurobindo.com","658361024512.0","1"
"AURUM.NS","Aurum PropTech Limited","Aurum PropTech Limited engages in the business of software development for the real estate and other services in India. It operates through segments: Software as a Service (SaaS), Real Estate as a Service, and Others. The company offers Integrow Asset Management, a data driven asset management platform for real estate; Aurum Infinity, a fractional ownership platform for commercial real estate; Sell.Do, a customer relationship management for real estate; Aurum CREX, a stack integrated fulfillment center providing technology enabled real estate services to developers, purchasers, and occupiers of real estate; and Aurum SEA, a sound emotion analyzer predicts buyers sentiment by detecting emotional sentiment analysis. It also provides AurumLiv, a real estate transaction platform for primary and secondary sale; BeyondWalls, a broker aggregation tech platform for simplified home buying experience; Aurum KuberX, a home loan SaaS Platform that enables real estate buyers to take informed decisions on home financing; Aurum LSE, a lead scoring enginedata science product for mapping consumer behavior; Aurum AVM, an automated valuation modeldata science product for estimation of property value; and TheHouseMonk, a rental management SaaS platform providing an end-to-end technology suite for the rental management industry. In addition, the company offers Aurum Isight, AI-based home valuation tool that estimates a home's market value; Aurum Planet, a next generation experiential marketing software that harnesses augmented reality and virtual reality to give consumers a digital experience of real estate products; HelloWorld, co-living solutions for students and working professionals, with spaces that are just like home; and Kylas, a platform offering new-age micro-services. The company was formerly known as Majesco Limited and changed its name to Aurum PropTech Limited in October 2021. The company was incorporated in 2013 and is based in Navi Mumbai, India.","INR","Technology","Information Technology Services","Information Technology Services","NSE","NSE India","India",NULL,"Navi Mumbai","400710","https://www.aurumproptech.in","7781647872.0","1"
"AUSOMENT.NS","Ausom Enterprise Limited","AuSom Enterprise Limited operates as trading company in India. It trades in commodities, bullions, gold jewelry, diamonds, derivatives, shares and securities, and units of mutual funds. The company was formerly known as Core Emballage Limited. AuSom Enterprise Limited was incorporated in 1984 and is based in Ahmedabad, India.","INR","Financial Services","Capital Markets","Capital Markets","NSE","NSE India","India",NULL,"Ahmedabad","380006","https://www.ausom.in","1328982272.0","1"
"AUTOAXLES.NS","Automotive Axles Limited","Automotive Axles Limited manufactures and sells automotive components in India. It offers drive, front steer, off-highway, and non-drive axles, drum and disc brake, and  suspension related products. The company primarily serves truck and buses manufacturers, original equipment manufacturers, and military and off-highway vehicle sectors. It also exports its products to the United States, China, France, Italy, Brazil, and internationally. Automotive Axles Limited was incorporated in 1981 and is based in Mysore, India.","INR","Consumer Cyclical","Auto Parts","Auto Parts","NSE","NSE India","India",NULL,"Mysore","570018","https://www.autoaxle.com","28667869184.0","1"
"AUTOIND.NS","Autoline Industries Limited","Autoline Industries Limited manufactures and sells sheet metal stampings, welded assemblies, and modules for original equipment manufacturers and other automobile companies in India. The company offers small mechanical assemblies, including pedal boxes, parking brakes, door hinges, cab stay and cab tilt assemblies, and battery brackets; exhaust systems; load body, tubular structures, fabrications, foot control modules, and skin panels; medium stamp parts/assemblies; large stamp assemblies; non-automotive assemblies; and hospital beds and steel furniture. It also provides design and engineering services, such as product engineering, product re-engineering, sheet metal-BIW design and engineering, reverse engineering, and jigs and fixture services; and manufacturing services comprising tool room, and prototype and mass manufacturing services, as well as contract engineering manpower for onsite and offsite deployment. In addition, the provides engineering and designing software services and business solutions. It also exports its products. The company was founded in 1995 and is based in Pune, India.","INR","Consumer Cyclical","Auto Parts","Auto Parts","NSE","NSE India","India",NULL,"Pune","410501","https://www.autolineind.com","5378869760.0","1"
"AVADHSUGAR.NS","Avadh Sugar & Energy Limited","Avadh Sugar & Energy Limited manufactures and sells sugar, molasses, bagasse, and press-mud in India. It operates through Sugar, Distillery, Co-generation, and Others segments. The company offers sugar, tea, molasses, industrial alcohol, ethanol, bio-compost, canned food, and fruit related products. In addition, it manufactures and sells industrial spirits, including ethanol, as well as fusel oil; and generates and transmits power. Further, the company trades in petroleum products. Avadh Sugar & Energy Limited was incorporated in 2015 and is headquartered in Kolkata, India.","INR","Consumer Defensive","Confectioners","Confectioners","NSE","NSE India","India",NULL,"Kolkata","700001","https://www.birla-sugar.com/Our-Companies/About-Us-Avadh","11815860224.0","1"
"AVANTIFEED.NS","Avanti Feeds Limited","Avanti Feeds Limited manufactures and sells shrimp feeds in India, Europe, the United States of America, Japan, Korea, China, Russia, Canada, and the Middle East. It operates through Shrimp Feed, Shrimp Hatchery, and Wind Mills segments. It provides shrimp feeds for aqua culture to grow shrimps, as well as offers hatchery which produces shrimp seeds to aqua farmers. The company also engages in generation and distribution of electricity. Avanti Feeds Limited was incorporated in 1993 and is headquartered in Hyderabad, India.","INR","Consumer Defensive","Packaged Foods","Packaged Foods","NSE","NSE India","India",NULL,"Hyderabad","500082","https://avantifeeds.com","72602648576.0","1"
"AVG.NS","AVG Logistics Limited","AVG Logistics Limited offers logistics services in India, Bangladesh, Nepal, and Bhutan. The company provides full truckload and less than truckload, dedicated/secondary solution, express delivery, parcel/door to door/household, multimodal, rail, freight forwarding, reverse logistics, and cold chain/refrigerated transportation services; and export services to Nepal, Bhutan, and Bangladesh. It also offers manpower handling, storage space, multiuser, and bonded warehousing services; and value added services comprising end to end, customized, ODC, custom clearing and port logistics, container on rent, and forklift/cranes on rent services. In addition, the company is involved in the trading business. AVG Logistics Limited was incorporated in 2010 and is headquartered in Delhi, India.","INR","Industrials","Integrated Freight & Logistics","Integrated Freight & Logistics","NSE","NSE India","India",NULL,"Delhi","110095","https://www.avglogistics.com","8180279808.0","1"
"AVONMORE.NS","Avonmore Capital & Management Services Limited","Avonmore Capital & Management Services Limited provides non-banking financial and sub-broker advisory services in India. The company's Debt and Equity Market Operations segment deals/trades in securities and bonds. Its Consultancy and Advisory Fees segment offers merchant banking, underwriting commission, corporate and infrastructure advisory, loan syndication fees and arranger of debts/bonds, etc.; and advisory services related to infrastructure projects. The company's Wealth/Broking Activities segment is involved in stock and share broking, and other related services, as well as real estate broking services. Its Finance Activities segment grants loans. The company's Healthcare Services segment establishes, administers, owns, and operates eye care hospitals. Its Investment Activities segment engages in the investment activities. The company was formerly known as Almondz Capital & Management Services Limited. The company was incorporated in 1991 and is headquartered in New Delhi, India.","INR","Financial Services","Capital Markets","Capital Markets","NSE","NSE India","India",NULL,"New Delhi","110020","https://www.avonmorecapital.in","2301831936.0","1"
"AVROIND.NS","AVRO INDIA LIMITED","Avro India Limited engages in the manufacture and sale of plastic molded furniture and granules in India. It provides chairs, stools, tables, and kid's chairs and desks. The company offers its products under the AVON FURNITURE and AVRO FURNITURE brand names. It offers its products through online and offline, as well as retailers. The company was formerly known as Avon Moldplast Limited and changed its name to Avro India Limited in November 2019. Avro India Limited was incorporated in 1996 and is based in Ghaziabad, India.","INR","Consumer Cyclical","Furnishings, Fixtures & Appliances","Furnishings, Fixtures & Appliances","NSE","NSE India","India",NULL,"Ghaziabad","201009","https://www.avrofurniture.com","1141389312.0","1"
"AVTNPL.NS","AVT Natural Products Limited","AVT Natural Products Limited, together with its subsidiaries, engages in the production, trading, and distribution of oleoresins and value-added teas in India. The company offers marigold extracts for eye care, food coloring, and poultry pigmentation; spice oleoresin and oils for food coloring and flavoring; value added teas such as de-caffeinated and instant teas; rosemary extract; and animal health and nutrition products. It serves food and beverage, cosmetics and personal care, animal nutrition and health, and crop science industries. The company also exports its products. AVT Natural Products Limited was incorporated in 1986 and is based in Chennai, India.","INR","Basic Materials","Specialty Chemicals","Specialty Chemicals","NSE","NSE India","India",NULL,"Chennai","600008","https://www.avtnatural.com","13621803008.0","1"
"AWHCL.NS","Antony Waste Handling Cell Limited","Antony Waste Handling Cell Limited engages in municipal solid waste (MSW) management business in India. The company provides MSW services, including solid waste collection, segregation, transportation, processing, and disposal services to municipal corporations. It is also involved in the mechanical power sweeping of roads; collection and transportation of waste; and waste and energy project. In addition, the company engages in the designing, construction, operation, and maintenance of the integrated waste management facilities. Antony Waste Handling Cell Limited was incorporated in 2001 and is based in Thane, India.","INR","Industrials","Waste Management","Waste Management","NSE","NSE India","India",NULL,"Thane","400601","https://www.antony-waste.com","14322884608.0","1"
"AWL.NS","Adani Wilmar Limited","Adani Wilmar Limited, a fast-moving consumer goods (FMCG) food company, provides kitchen commodities in India. It produces, refines, and sells soyabean, palm, sunflower, rice bran, mustard, groundnut, cottonseed, and blended oil; specialty fats, including industrial margarine, bakery shortenings, and vanaspati for baked products; and lauric fats for ice cream and confectionery. The company also offers oleochemicals, such as stearic acids, soap noodles, palmitic acids, oleic acids, and glycerin for home and personal care products; castor oils and its derivatives comprising steric acids and ricin oleic acids for medical, pharmaceutical, cosmetic, and aeronautical use; and de-oiled cakes that are used as livestock feeds. In addition, it provides wheat flour, rice, pulses, sugar, besan, poha, rawa, suji, soya chunks, soya flour, soya grits, soya flakes, soya bari, and ready-to-cook khichdi; soaps, handwash, and sanitizers. Further, the company is involved in the bulk packaging of frying oil. It provides its products under the Fortune, King's, Raag, Bullet, Fryola, Jubilee, Aadhaar, Alpha, Avsar, Golden Chef, Kohinoor, Charminar, Trophy, Alife, and VIVO brand names through Fortune Online and Fortune Mart, as well as e-commerce channels. The company exports its products to the Middle East, Southeast Asia, Africa, the United States, Canada, and internationally. Adani Wilmar Limited was incorporated in 1999 and is based in Ahmedabad, India.","INR","Consumer Defensive","Packaged Foods","Packaged Foods","NSE","NSE India","India",NULL,"Ahmedabad","380009","https://www.adaniwilmar.com","460736561152.0","1"
"AXISBANK.NS","Axis Bank Limited","Axis Bank Limited provides various financial products and services. It operates through four segments: Treasury, Retail Banking, Corporate/Wholesale Banking, and Other Banking Business. The Treasury segment is involved in investments in sovereign and corporate debt, and equity and mutual funds, as well as in trading operations, derivative trading, and foreign exchange operations. The Retail Banking segment engages in the provision of lending services to individuals/small businesses, liability products, card services, internet banking, mobile banking, ATM services, depository, financial advisory services, NRI services, and digital banking services. The Corporate/Wholesale Banking segment offers corporate advisory, placements and syndication, project appraisals, trade finance products, letter of credits, bank guarantees, commercial cards, and cash management services. The Other Banking Business segment is involved in para banking activities. It also offers life and non-life insurance products; and government small saving schemes and pension schemes. The company operates multiple branches; ATMs; and recyclers in India. It also has international offices with branches in Singapore and Dubai, and representative offices in Dhaka, Dubai, Abu Dhabi, and Sharjah. The company was formerly known as UTI Bank Limited and changed its name to Axis Bank Limited in July 2007. The company was incorporated in 1993 and is based in Mumbai, India.","INR","Financial Services","Banks - Regional","Banks - Regional","NSE","NSE India","India",NULL,"Mumbai","400025","https://www.axisbank.com","3283048464384.0","1"
"BASML.NS","Bannari Amman Spinning Mills Limited","Bannari Amman Spinning Mills Ltd, together with its subsidiaries, engages in the textile business in India and internationally. The company manufactures and markets cotton yarns; woven and knitted fabrics; home textiles; and knitted garments, as well as processes fabrics. It is also involved in the retail of inner and active wear for men, women, and kids under the BITZ brand. The company was incorporated in 1989 and is based in Coimbatore, India. Bannari Amman Spinning Mills Ltd is a subsidiary of Murugan Enterprise Private Limited.","INR","Consumer Cyclical","Textile Manufacturing","Textile Manufacturing","NSE","NSE India","India",NULL,"Coimbatore","641043","https://www.bannarimills.com","2869254144.0","1"
"AXISCADES.NS","AXISCADES Technologies Limited","AXISCADES Technologies Limited operates as an engineering solutions company in the United States, the United Kingdom, Canada, Germany, India, and China. The company offers product design and definition solutions, including CAD modelling, detailing, packaging considerations, and DFM/DFx/FMEA studies; engineering analysis and certification; embedded systems and electronics solutions, such as firmware development, hardware engineering, software development for applications and mobile apps, and verification and validation; systems Installation services comprising harness layout design and installation, system integration, and validation; product sustenance services comprising defect management, cost optimisation/value engineering,  localization, legacy conversion, and obsolescence management; and PLM implementation, integration, operations, consulting, and updation and migration solutions; and manufacturing engineering solutions comprising virtual manufacturing, facility layout design, tool and mold design, NC/CNC programming, process planning, and production. It also provides digital solutions, such as enterprise systems integration, new age manufacturing systems integration, data analytics, application development, and industrial stimulation; after sales product support services comprising platform migration assistance, technical publication, reverse engineering, and engineering change requests/orders; test solutions; and electrical wiring and interconnection systems. In addition, the company offers integration services for defense and offsets businesses. It serves aerospace, defense and homeland security, automotive, heavy engineering, energy, semiconductor, and medical and healthcare sectors. The company was formerly known as AXISCADES Engineering Technologies Limited and changed its name to AXISCADES Technologies Limited in November 2020. The company was incorporated in 1990 and is headquartered in Bengaluru, India.","INR","Industrials","Engineering & Construction","Engineering & Construction","NSE","NSE India","India",NULL,"Bengaluru","560024","https://www.axiscades.com","26604656640.0","1"
"AXITA.NS","Axita Cotton Limited","Axita Cotton Limited engages in the manufacturing, processing, finishing, and trading of cotton bales, cotton yarns, and cotton seeds in India. The company also engages in ginning and pressing of seed cotton on job work basis. It serves traders, manufacturers, and merchant exporters. The company also exports its products to various countries. Axita Cotton Limited was incorporated in 2013 and is based in Ahmedabad, India.","INR","Consumer Cyclical","Textile Manufacturing","Textile Manufacturing","NSE","NSE India","India",NULL,"Ahmedabad","380059","https://www.axitacotton.com","6195852288.0","1"
"AYMSYNTEX.NS","AYM Syntex Limited","AYM Syntex Limited engages in the manufacturing and export of polyester filament yarn, nylon filament yarn, and bulk continuous filament yarn in India. Its products are used in residential wall to wall, contract/hospitality, outdoor, and handmade carpets; rugs, bathmats, and carpet tiles; apparel and fashion, sarees, and hosiery and socks; automotive; home and medical textiles; narrow fabrics; sportswear; and sewing threads and industrial yarns. The company sells its products under the Comfeel, Elior, Polycycle, Arcticool, Synergy, Opulenz, Spinovate, Silque, Ultraflex, Assura, , Sorenyl, Beleaf, Rezilia, Ecose, Sparkle, Polymagic, Polywonder, Wonderfeel, Greenova, Kashmiere. Innoveda, Novacore, Thermique, Hygeia, Macrogard, Shadez, Colorize, Nycycle, Game Changer, and Silkenza brand names. AYM Syntex Limited also exports its products. The company was formerly known as Welspun Syntex Limited and changed its name to AYM Syntex Limited in December 2015. The company was incorporated in 1983 and is headquartered in Mumbai, India. AYM Syntex Limited operates as a subsidiary of Mandawewala Enterprises Limited.","INR","Consumer Cyclical","Textile Manufacturing","Textile Manufacturing","NSE","NSE India","India",NULL,"Mumbai","400013","https://www.aymsyntex.com","5202365952.0","1"
"BAFNAPH.NS","Bafna Pharmaceuticals Limited","Bafna Pharmaceuticals Limited manufactures and sells finished pharmaceutical formulations in India. The company provides delayed and sustained release, chewable, and orally disintegrating tablets. It also exports its products. The company was founded in 1981 and is based in Chennai, India. Bafna Pharmaceuticals Limited operates as a subsidiary of SRJR Lifesciences LLP.","INR","Healthcare","Drug Manufacturers - Specialty & Generic","Drug Manufacturers - Specialty & Generic","NSE","NSE India","India",NULL,"Chennai","600001","https://www.bafnapharma.com","2172831232.0","1"
